size,clauses,red. ratio,time_lumping,memory (MB),formula
11,20,0.0048828125,0.22463750839233398,0.3253049850463867,[(x_1 v x_2 v -x_6) ^ (x_7 v x_4 v -x_0) ^ (x_7 v -x_3 v x_8) ^ (x_0 v -x_4 v x_10) ^ (x_10 v -x_2 v -x_6) ^ (-x_1 v x_10 v x_5) ^ (x_1 v x_8) ^ (-x_2 v x_4 v -x_3) ^ (x_8 v -x_10 v -x_3) ^ (-x_1 v -x_8 v -x_6) ^ (x_6 v -x_2) ^ (x_3 v -x_10 v x_5) ^ (x_6 v x_7 v -x_3) ^ (-x_9 v x_4) ^ (-x_4 v -x_5 v -x_3) ^ (-x_10 v -x_5 v x_4) ^ (-x_1 v x_6 v x_10) ^ (-x_7 v -x_10 v -x_6) ^ (x_9 v -x_2 v -x_6) ^ (-x_1 v -x_10 v -x_8)]
12,31,0.0029296875,0.6927943229675293,0.6109113693237305,[(x_10 v x_2 v -x_0) ^ (-x_1 v -x_11 v -x_3) ^ (x_11 v -x_9 v x_2) ^ (-x_2 v -x_3 v x_4) ^ (-x_7 v -x_5 v -x_8) ^ (-x_4 v -x_10 v -x_8) ^ (-x_5 v -x_10 v -x_2) ^ (-x_1 v x_5 v x_0) ^ (x_0 v x_3 v x_5) ^ (-x_10 v x_7 v -x_6) ^ (x_1 v -x_8 v -x_3) ^ (x_11 v -x_9 v x_8) ^ (x_9 v x_7 v -x_3) ^ (x_9 v x_5 v -x_11) ^ (x_0 v -x_1 v -x_5) ^ (x_2 v -x_8 v -x_6) ^ (x_11 v x_3 v -x_6) ^ (x_6 v x_1 v x_7) ^ (-x_9 v x_4 v -x_0) ^ (-x_0 v x_6 v -x_11) ^ (-x_4 v -x_6) ^ (x_3 v x_6 v -x_7) ^ (x_1 v x_7 v -x_8) ^ (-x_4 v x_2 v -x_6) ^ (x_11 v x_1 v x_7) ^ (x_10 v x_5 v x_8) ^ (x_11 v -x_10 v -x_2) ^ (-x_0 v x_1 v -x_3) ^ (x_3 v x_2) ^ (x_4 v -x_0) ^ (-x_9 v x_4 v x_7)]
12,19,0.002197265625,0.40694713592529297,0.5758237838745117,[(-x_9 v -x_7) ^ (x_6 v -x_9 v -x_10) ^ (x_10 v x_5 v -x_6) ^ (x_3 v -x_8) ^ (x_4 v -x_3) ^ (x_11 v x_9 v x_4) ^ (x_11 v -x_7 v -x_5) ^ (x_8 v -x_11) ^ (-x_4 v -x_2 v x_8) ^ (x_1 v -x_8 v -x_6) ^ (x_11 v -x_8 v -x_3) ^ (-x_1 v -x_8 v x_0) ^ (-x_10 v -x_6) ^ (x_4 v -x_8 v -x_3) ^ (x_0 v x_6 v -x_5) ^ (-x_1 v -x_5 v x_8) ^ (x_3 v -x_11) ^ (x_7 v -x_8 v -x_3) ^ (-x_4 v x_2 v -x_8)]
12,27,0.002685546875,0.5675489902496338,0.5949125289916992,[(x_11 v -x_9 v -x_2) ^ (x_10 v x_2 v x_4) ^ (-x_0 v -x_7 v x_8) ^ (x_6 v -x_7 v x_8) ^ (-x_1 v -x_11 v -x_6) ^ (x_0 v x_1 v -x_5) ^ (-x_9 v -x_4 v -x_2) ^ (x_9 v -x_5 v x_7) ^ (-x_9 v -x_3 v -x_11) ^ (x_10 v -x_2 v x_5) ^ (-x_10 v -x_5 v -x_11) ^ (-x_7 v x_4 v x_2) ^ (x_5 v x_8) ^ (x_0 v -x_7 v -x_3) ^ (x_3 v x_1) ^ (x_11 v -x_5 v x_4) ^ (x_0 v x_6 v -x_9) ^ (-x_2 v -x_8 v -x_3) ^ (-x_1 v -x_8 v x_0) ^ (x_8 v x_7 v -x_6) ^ (-x_5 v x_8) ^ (x_0 v x_7) ^ (-x_5 v -x_3 v -x_0) ^ (x_3 v -x_8 v -x_11) ^ (x_0 v x_10 v x_2) ^ (x_3 v x_6 v x_0) ^ (x_1 v x_5 v -x_3)]
12,20,0.002197265625,0.44471049308776855,0.5627241134643555,[(x_11 v x_8 v -x_6) ^ (x_8 v -x_4 v -x_6) ^ (x_6 v x_9 v -x_11) ^ (x_0 v -x_10 v -x_2) ^ (-x_1 v x_3 v x_11) ^ (x_3 v -x_10 v x_2) ^ (-x_9 v x_10 v x_4) ^ (-x_11 v x_9 v -x_0) ^ (x_11 v -x_4 v -x_8) ^ (-x_1 v x_10 v -x_6) ^ (-x_9 v x_4 v -x_11) ^ (x_6 v -x_2 v -x_3) ^ (-x_2 v x_6 v x_10) ^ (-x_9 v -x_7 v x_8) ^ (-x_1 v x_10 v -x_8) ^ (-x_9 v x_2 v x_8) ^ (x_0 v -x_10) ^ (x_10 v -x_4 v -x_5) ^ (x_2 v x_5 v -x_11) ^ (x_0 v -x_4 v x_8)]
12,29,0.00341796875,0.5825726985931396,0.6336164474487305,[(-x_1 v -x_5 v -x_2) ^ (-x_4 v -x_5) ^ (x_11 v x_1 v -x_8) ^ (x_6 v -x_4 v -x_5) ^ (x_6 v -x_9 v -x_0) ^ (-x_4 v x_9 v -x_6) ^ (x_6 v x_2 v x_8) ^ (-x_1 v -x_10 v x_3) ^ (x_10 v -x_5 v -x_3) ^ (-x_9 v -x_3) ^ (-x_7 v x_5 v -x_3) ^ (x_4 v -x_3 v -x_11) ^ (x_0 v -x_1 v -x_3) ^ (-x_5 v x_10) ^ (-x_1 v -x_9 v -x_2) ^ (x_0 v -x_1 v -x_5) ^ (x_3 v x_1 v -x_11) ^ (x_11 v -x_7 v -x_0) ^ (x_0 v -x_2 v -x_11) ^ (-x_1 v x_6) ^ (-x_1 v -x_11 v x_8) ^ (-x_9 v x_10 v x_2) ^ (-x_1 v -x_4 v x_9) ^ (x_6 v x_9 v -x_10) ^ (x_3 v x_1 v -x_2) ^ (x_6 v -x_8 v -x_0) ^ (-x_9 v -x_10 v -x_3) ^ (x_3 v x_9 v -x_5) ^ (x_0 v -x_4 v x_8)]
12,36,0.00390625,0.7237818241119385,0.642664909362793,[(x_3 v -x_0) ^ (x_11 v -x_9 v -x_2) ^ (x_6 v x_2 v -x_3) ^ (-x_2 v x_8) ^ (-x_4 v -x_2 v -x_0) ^ (-x_1 v -x_5 v -x_3) ^ (-x_5 v -x_11) ^ (x_0 v -x_10 v -x_3) ^ (-x_1 v -x_9 v -x_6) ^ (-x_9 v -x_5 v -x_6) ^ (x_11 v x_1 v -x_3) ^ (x_11 v x_4 v -x_0) ^ (-x_9 v x_8) ^ (-x_4 v x_5 v -x_3) ^ (-x_1 v x_10 v x_4) ^ (x_3 v x_9 v -x_0) ^ (x_0 v -x_9 v x_1) ^ (x_4 v x_5 v x_7) ^ (x_4 v x_5 v -x_3) ^ (x_9 v -x_3 v x_8) ^ (-x_4 v x_9 v -x_11) ^ (-x_1 v -x_4 v -x_2) ^ (-x_5 v -x_2 v x_4) ^ (x_11 v x_3 v -x_0) ^ (x_6 v x_5 v -x_11) ^ (-x_9 v x_4) ^ (-x_9 v -x_8 v -x_0) ^ (x_11 v -x_9 v -x_5) ^ (-x_1 v x_4) ^ (-x_1 v -x_5) ^ (x_1 v -x_9 v x_4) ^ (-x_1 v -x_4 v x_5) ^ (x_6 v -x_7 v -x_2) ^ (x_6 v -x_10 v x_5) ^ (-x_7 v -x_10 v -x_6) ^ (-x_1 v x_10 v x_3)]
12,25,0.00244140625,0.5094285011291504,0.595667839050293,[(-x_1 v -x_2 v x_7) ^ (-x_1 v -x_9 v -x_11) ^ (x_3 v -x_9 v x_2) ^ (-x_1 v -x_5 v x_2) ^ (x_7 v x_5 v x_8) ^ (-x_11 v -x_2 v x_4) ^ (-x_9 v -x_3 v -x_6) ^ (x_3 v -x_4 v -x_5) ^ (x_3 v x_1 v x_8) ^ (x_11 v -x_2 v x_4) ^ (x_6 v x_7 v -x_3) ^ (x_9 v -x_4 v -x_5) ^ (x_1 v -x_11) ^ (x_0 v x_1 v x_2) ^ (x_1 v x_5 v -x_11) ^ (x_0 v x_2) ^ (x_6 v x_4 v -x_11) ^ (x_6 v -x_9 v -x_7) ^ (x_0 v -x_7 v -x_5) ^ (-x_7 v -x_2 v -x_11) ^ (x_1 v x_7 v x_8) ^ (-x_0 v x_1 v -x_3) ^ (x_1 v -x_4 v -x_10) ^ (x_0 v -x_1 v x_7) ^ (x_11 v x_7 v -x_6)]
12,18,0.002197265625,0.37676262855529785,0.6339445114135742,[(x_3 v x_10 v -x_8) ^ (x_0 v -x_7 v -x_10) ^ (-x_1 v -x_4 v x_3) ^ (x_11 v -x_1 v -x_7) ^ (x_7 v x_2 v -x_0) ^ (x_1 v -x_11 v -x_0) ^ (x_1 v -x_3) ^ (-x_9 v -x_10 v -x_5) ^ (x_0 v x_2 v x_3) ^ (-x_7 v -x_2 v -x_11) ^ (x_1 v x_10 v -x_0) ^ (-x_10 v -x_5) ^ (-x_1 v x_7 v -x_3) ^ (x_11 v -x_1 v x_8) ^ (-x_9 v -x_11) ^ (x_0 v x_7 v x_2) ^ (-x_1 v x_4 v -x_6) ^ (x_11 v x_3 v -x_6)]
12,30,0.0029296875,0.6012740135192871,0.5904951095581055,[(x_11 v -x_2 v -x_3) ^ (-x_1 v -x_3 v -x_0) ^ (x_0 v -x_5 v -x_8) ^ (x_0 v x_9 v -x_3) ^ (x_3 v x_7 v x_0) ^ (-x_4 v -x_2 v x_5) ^ (-x_1 v -x_6 v x_11) ^ (x_1 v -x_2 v -x_3) ^ (x_1 v -x_5 v x_2) ^ (-x_1 v -x_5 v x_4) ^ (x_11 v -x_2 v x_4) ^ (-x_0 v -x_2 v -x_6) ^ (-x_1 v x_7 v -x_6) ^ (x_11 v -x_5 v x_0) ^ (-x_9 v x_2 v x_5) ^ (x_0 v x_9 v x_11) ^ (-x_10 v x_5 v -x_8) ^ (x_1 v -x_3 v -x_6) ^ (-x_6 v -x_8 v -x_0) ^ (x_3 v x_10 v x_8) ^ (x_6 v x_5 v -x_8) ^ (x_5 v -x_8 v -x_11) ^ (x_3 v -x_4) ^ (x_11 v -x_3 v -x_6) ^ (-x_1 v -x_4 v x_5) ^ (-x_11 v x_10 v x_4) ^ (x_8 v x_5 v -x_3) ^ (x_3 v x_9 v -x_8) ^ (x_11 v -x_10 v -x_8) ^ (-x_0 v x_8)]
12,21,0.0029296875,0.4347076416015625,0.5843534469604492,[(x_0 v -x_6) ^ (-x_1 v -x_7 v x_2) ^ (x_6 v -x_9 v -x_8) ^ (x_1 v x_9 v -x_10) ^ (-x_1 v x_10 v -x_11) ^ (x_3 v x_6 v -x_5) ^ (x_9 v -x_2 v x_5) ^ (-x_4 v x_10 v -x_11) ^ (x_9 v -x_5 v -x_8) ^ (x_1 v -x_8 v -x_11) ^ (-x_4 v -x_11) ^ (x_9 v x_2 v -x_8) ^ (-x_1 v x_10 v -x_8) ^ (x_3 v -x_1 v -x_5) ^ (-x_1 v x_6 v -x_10) ^ (x_2 v -x_8 v -x_3) ^ (-x_1 v -x_7 v -x_6) ^ (x_11 v x_10) ^ (x_11 v -x_1 v x_9) ^ (x_3 v x_4) ^ (x_3 v -x_1 v x_11)]
12,26,0.0029296875,0.5301549434661865,0.5852994918823242,[(x_6 v -x_10 v x_4) ^ (x_11 v -x_9 v -x_2) ^ (-x_1 v -x_7 v -x_2) ^ (-x_5 v x_2 v -x_3) ^ (x_7 v x_5 v x_8) ^ (-x_0 v -x_2 v -x_3) ^ (-x_4 v x_5 v x_8) ^ (x_1 v x_9 v -x_10) ^ (-x_9 v x_2 v -x_6) ^ (-x_5 v x_7) ^ (x_0 v -x_7 v -x_11) ^ (x_6 v x_1 v x_2) ^ (x_0 v x_9 v x_4) ^ (x_1 v x_2 v -x_0) ^ (x_2 v -x_3 v -x_0) ^ (x_1 v x_9) ^ (-x_5 v -x_8 v -x_6) ^ (-x_9 v x_10 v x_7) ^ (x_9 v x_10) ^ (-x_5 v x_2 v -x_6) ^ (-x_10 v -x_5 v x_7) ^ (x_9 v -x_5 v -x_11) ^ (-x_1 v x_6 v -x_11) ^ (-x_9 v x_8 v -x_6) ^ (x_11 v x_0) ^ (-x_8 v -x_3)]
12,35,0.00341796875,0.721287727355957,0.6525144577026367,[(x_11 v x_5 v -x_0) ^ (x_1 v x_10 v -x_5) ^ (-x_4 v -x_0) ^ (x_2 v -x_6) ^ (x_0 v -x_3 v -x_11) ^ (x_4 v x_5 v -x_11) ^ (x_11 v -x_4 v -x_3) ^ (-x_10 v x_7 v -x_11) ^ (-x_11 v x_10 v -x_6) ^ (x_0 v -x_9 v x_7) ^ (-x_11 v -x_2 v -x_0) ^ (-x_1 v -x_7 v x_4) ^ (x_0 v x_6 v -x_2) ^ (x_0 v -x_2 v -x_3) ^ (-x_9 v -x_5 v -x_8) ^ (x_1 v x_7 v -x_3) ^ (x_11 v x_6 v x_10) ^ (-x_2 v x_5 v -x_8) ^ (x_11 v x_4 v x_0) ^ (x_11 v x_1 v x_9) ^ (x_0 v -x_2 v x_4) ^ (-x_10 v -x_2 v -x_11) ^ (x_1 v -x_5) ^ (x_0 v x_5 v -x_8) ^ (x_11 v -x_5 v x_7) ^ (-x_2 v x_5 v -x_3) ^ (-x_9 v x_2 v -x_3) ^ (-x_2 v -x_3 v x_8) ^ (x_6 v x_7 v x_5) ^ (-x_10 v x_7 v x_2) ^ (x_11 v -x_10 v -x_2) ^ (x_6 v -x_7 v -x_3) ^ (x_3 v x_1 v x_7) ^ (x_9 v -x_2 v -x_0) ^ (-x_1 v x_0 v x_8)]
12,13,0.001708984375,0.2897303104400635,0.707880973815918,[(-x_1 v -x_7 v x_11) ^ (x_0 v -x_9 v x_8) ^ (x_1 v x_2 v -x_6) ^ (-x_1 v x_10 v -x_0) ^ (-x_7 v x_10 v -x_0) ^ (-x_9 v -x_4) ^ (x_1 v -x_11 v -x_3) ^ (x_6 v -x_2 v x_5) ^ (x_1 v -x_10 v -x_7) ^ (x_6 v -x_10 v x_5) ^ (-x_2 v -x_8) ^ (-x_10 v -x_5 v x_8) ^ (x_6 v x_10 v -x_11)]
12,25,0.003173828125,0.5227136611938477,0.6357145309448242,[(-x_4 v -x_5 v -x_0) ^ (x_11 v x_7 v -x_0) ^ (x_7 v x_5 v -x_11) ^ (x_0 v -x_5 v x_8) ^ (x_11 v -x_0 v x_8) ^ (-x_11 v x_4 v -x_0) ^ (-x_11 v x_5 v -x_3) ^ (x_9 v -x_8 v -x_0) ^ (-x_1 v -x_7 v -x_10) ^ (-x_10 v x_7 v x_5) ^ (-x_6 v x_5 v -x_0) ^ (-x_1 v -x_10 v x_5) ^ (x_3 v x_7) ^ (x_4 v -x_11) ^ (x_3 v -x_0 v x_11) ^ (-x_6 v x_4 v -x_11) ^ (x_5 v x_7 v x_2) ^ (x_0 v x_1 v x_2) ^ (x_6 v x_4 v -x_11) ^ (x_11 v x_6 v x_5) ^ (x_1 v -x_11 v x_8) ^ (x_6 v x_9 v x_5) ^ (x_3 v -x_2 v x_4) ^ (-x_1 v x_2 v -x_11) ^ (x_3 v -x_10)]
12,32,0.0029296875,0.647850513458252,0.574854850769043,[(x_8 v x_5 v -x_11) ^ (x_3 v -x_4 v x_8) ^ (x_11 v -x_9 v x_2) ^ (-x_1 v x_6 v -x_8) ^ (-x_1 v x_7 v x_5) ^ (x_0 v x_6 v -x_7) ^ (x_0 v -x_9 v x_5) ^ (x_11 v x_3 v x_8) ^ (-x_7 v -x_10) ^ (x_0 v x_1 v -x_8) ^ (x_9 v -x_2) ^ (-x_4 v -x_2 v -x_10) ^ (-x_4 v -x_10) ^ (x_0 v -x_9 v x_1) ^ (-x_4 v -x_7 v -x_6) ^ (-x_11 v x_10 v -x_3) ^ (-x_1) ^ (-x_10 v x_4 v -x_8) ^ (-x_7 v -x_2 v -x_8) ^ (x_8 v -x_5 v x_4) ^ (x_3 v -x_5 v x_7) ^ (x_11 v x_7 v -x_3) ^ (x_0 v x_4 v x_5) ^ (-x_9 v -x_10 v -x_8) ^ (x_3 v x_5 v x_8) ^ (x_3 v x_10 v x_2) ^ (x_5 v x_2 v -x_0) ^ (x_1 v -x_4 v -x_11) ^ (-x_1 v -x_5 v x_8) ^ (x_1 v x_2 v -x_3) ^ (-x_10 v x_4 v x_2) ^ (-x_9 v -x_2 v x_8)]
12,27,0.002685546875,0.554915189743042,0.6008024215698242,[(x_3 v x_6 v x_10) ^ (x_6 v x_9 v -x_11) ^ (x_11 v x_6 v -x_8) ^ (-x_9 v -x_4 v x_2) ^ (x_6 v -x_10 v -x_7) ^ (-x_1 v -x_7 v x_4) ^ (-x_9 v -x_5 v -x_6) ^ (x_0 v -x_5 v x_3) ^ (-x_1 v -x_8 v -x_11) ^ (-x_0 v x_4 v -x_3) ^ (x_10 v x_7 v x_4) ^ (x_3 v x_4 v -x_6) ^ (x_0 v -x_8 v -x_11) ^ (-x_7 v -x_8 v -x_0) ^ (-x_6 v x_10 v x_4) ^ (x_6 v -x_2 v -x_11) ^ (x_0 v -x_8) ^ (-x_1 v x_10 v -x_8) ^ (-x_9 v -x_4 v x_8) ^ (-x_9 v -x_4 v -x_11) ^ (-x_7 v -x_10 v x_5) ^ (-x_2 v x_7 v -x_3) ^ (x_3 v -x_1 v x_9) ^ (x_0 v -x_4 v x_7) ^ (x_9 v -x_6 v -x_3) ^ (x_1 v -x_10 v -x_11) ^ (x_3 v x_5 v -x_6)]
12,30,0.00341796875,0.7183496952056885,0.6407575607299805,[(x_10 v x_2 v x_4) ^ (x_6 v x_5 v x_2) ^ (-x_9 v -x_8) ^ (-x_1 v x_9 v x_2) ^ (-x_9 v x_1 v -x_7) ^ (x_11 v -x_9 v -x_8) ^ (x_4 v -x_8 v -x_0) ^ (x_3 v x_4 v x_11) ^ (x_4 v -x_11) ^ (-x_5 v -x_4 v x_10) ^ (x_2 v -x_8 v -x_0) ^ (x_9 v -x_8 v -x_6) ^ (x_0 v -x_8 v -x_11) ^ (x_3 v x_9 v x_7) ^ (x_0 v x_7 v x_5) ^ (x_3 v x_1 v -x_4) ^ (-x_2 v -x_5 v x_8) ^ (-x_10 v -x_6) ^ (-x_9 v -x_2 v -x_5) ^ (-x_10 v x_2 v -x_8) ^ (-x_1 v -x_5 v -x_6) ^ (x_11 v -x_5 v -x_6) ^ (-x_9 v x_7 v x_2) ^ (x_2 v -x_3) ^ (-x_1 v -x_4 v -x_0) ^ (-x_1 v x_11 v -x_6) ^ (x_1 v x_10 v x_2) ^ (-x_5 v x_2 v -x_6) ^ (x_1 v -x_10 v -x_11) ^ (x_3 v -x_9 v x_7)]
12,26,0.00244140625,0.6182553768157959,0.5728864669799805,[(x_9 v x_10 v x_5) ^ (x_1 v x_9 v -x_6) ^ (-x_1 v x_5 v -x_0) ^ (x_6 v x_1 v -x_5) ^ (x_3 v -x_7) ^ (-x_10 v -x_0) ^ (x_7 v x_2 v -x_0) ^ (-x_0 v -x_9 v -x_3) ^ (-x_4 v x_10 v -x_0) ^ (x_11 v x_5 v -x_3) ^ (-x_10 v x_5 v -x_7) ^ (x_11 v x_1 v x_10) ^ (x_6 v x_7 v -x_8) ^ (-x_7 v -x_5) ^ (x_5 v x_7 v x_2) ^ (x_0 v -x_8) ^ (x_3 v -x_9 v -x_4) ^ (-x_5 v x_8) ^ (-x_1 v x_6 v -x_4) ^ (x_6 v x_10 v -x_11) ^ (x_0 v x_3 v -x_11) ^ (x_0 v x_7) ^ (x_0 v x_6 v x_10) ^ (-x_11 v -x_7 v -x_3) ^ (x_3 v x_1 v x_7) ^ (x_8 v x_5 v -x_3)]
12,14,0.001953125,0.33014369010925293,0.5688962936401367,[(x_11 v -x_9) ^ (-x_2 v -x_0) ^ (x_1 v -x_9 v -x_11) ^ (-x_1 v -x_9 v -x_4) ^ (x_3 v -x_7 v -x_2) ^ (x_11 v -x_6) ^ (x_0 v x_10 v x_2) ^ (x_0 v -x_4 v -x_8) ^ (x_3 v -x_7 v x_10) ^ (-x_10 v -x_5) ^ (x_0 v x_6 v -x_9) ^ (x_11 v -x_8 v -x_0) ^ (-x_10 v -x_5 v x_8) ^ (x_3 v x_7 v x_5)]
12,30,0.002685546875,0.6723213195800781,0.6376981735229492,[(-x_9 v -x_5 v x_2) ^ (x_0 v x_8 v -x_11) ^ (x_10 v -x_8 v -x_6) ^ (x_9 v x_8) ^ (x_1 v -x_4 v x_7) ^ (-x_2 v -x_8 v -x_6) ^ (x_4 v x_5 v x_8) ^ (-x_4 v -x_7 v -x_8) ^ (x_0 v x_6 v -x_7) ^ (x_6 v -x_10 v x_7) ^ (-x_5 v -x_8 v -x_3) ^ (-x_1 v -x_5 v -x_0) ^ (x_8 v -x_11 v -x_0) ^ (-x_4 v -x_5 v x_8) ^ (-x_1 v -x_5 v x_10) ^ (x_11 v -x_4 v x_8) ^ (-x_5 v x_7 v -x_3) ^ (x_2 v -x_3 v -x_0) ^ (-x_1 v x_2 v x_0) ^ (-x_9 v x_4 v -x_0) ^ (-x_2 v -x_4 v -x_5) ^ (x_0 v x_2) ^ (x_3 v -x_2 v -x_11) ^ (x_11 v x_6 v -x_3) ^ (-x_1 v x_4) ^ (x_6 v x_9 v -x_0) ^ (x_9 v x_5 v -x_3) ^ (-x_9 v -x_10 v x_7) ^ (x_9 v -x_7) ^ (x_1 v -x_4 v -x_5)]
12,26,0.00244140625,0.57834792137146,0.5961790084838867,[(-x_1 v x_7 v -x_0) ^ (x_0 v -x_2 v x_5) ^ (x_5 v -x_3 v -x_6) ^ (-x_6 v x_10 v x_8) ^ (x_6 v x_4 v x_7) ^ (x_6 v -x_5 v -x_8) ^ (x_1 v -x_2 v x_5) ^ (x_0 v -x_9 v -x_10) ^ (x_0 v x_9 v -x_8) ^ (x_6 v -x_2) ^ (x_6 v -x_4 v -x_7) ^ (x_11 v x_6 v x_9) ^ (x_1 v -x_7 v x_2) ^ (x_3 v x_9 v -x_0) ^ (x_9 v -x_3 v x_8) ^ (x_0 v -x_9 v x_3) ^ (-x_0 v x_6 v -x_11) ^ (x_11 v -x_0 v -x_3) ^ (x_1 v -x_4 v -x_2) ^ (-x_4 v x_7 v -x_0) ^ (x_1 v -x_7 v -x_11) ^ (x_9 v -x_6 v x_8) ^ (x_6 v x_9 v x_10) ^ (-x_9 v x_5 v -x_0) ^ (x_6 v -x_4 v x_9) ^ (x_11 v x_2 v -x_6)]
12,20,0.00244140625,0.44573044776916504,0.5793867111206055,[(-x_1 v x_10 v x_5) ^ (-x_9 v -x_4 v -x_2) ^ (x_9 v x_5 v -x_6) ^ (-x_1 v x_9 v -x_2) ^ (-x_1 v -x_10 v -x_5) ^ (x_3 v x_1 v -x_8) ^ (x_3 v x_10 v x_7) ^ (-x_4 v -x_7 v -x_11) ^ (x_6 v -x_4 v -x_7) ^ (-x_9 v x_4 v x_8) ^ (-x_9 v -x_4 v x_5) ^ (x_1 v -x_8 v -x_3) ^ (-x_1 v x_6 v -x_9) ^ (x_9 v -x_5 v -x_6) ^ (-x_7 v x_10 v -x_0) ^ (x_3 v x_9 v -x_2) ^ (x_11 v -x_4) ^ (x_0 v x_7 v -x_8) ^ (-x_11 v -x_4 v -x_3) ^ (-x_7 v -x_8)]
12,31,0.002685546875,0.6420714855194092,0.6029996871948242,[(x_1 v -x_7 v -x_6) ^ (x_11 v x_6 v -x_7) ^ (x_9 v x_4 v x_2) ^ (-x_1 v -x_7 v -x_2) ^ (x_4 v x_2 v -x_8) ^ (x_10 v -x_0) ^ (x_6 v x_1 v -x_4) ^ (x_11 v x_6 v x_1) ^ (x_7 v x_5 v -x_11) ^ (x_1 v -x_7 v x_8) ^ (x_10 v x_5 v -x_6) ^ (-x_9 v -x_7 v x_5) ^ (-x_4 v x_9 v -x_8) ^ (-x_1 v -x_4 v x_3) ^ (-x_2 v x_4 v -x_6) ^ (-x_5 v x_2 v x_4) ^ (x_0 v -x_7 v -x_3) ^ (x_1 v -x_4) ^ (x_9 v -x_5 v x_4) ^ (x_6 v -x_4) ^ (x_11 v x_1 v -x_4) ^ (x_1 v x_10 v -x_11) ^ (-x_1 v -x_5 v x_0) ^ (x_1 v -x_9 v x_7) ^ (x_8 v x_9 v -x_0) ^ (-x_6 v x_7 v x_8) ^ (-x_9 v x_10 v x_7) ^ (x_3 v x_1 v x_5) ^ (x_0 v x_5 v x_8) ^ (x_3 v -x_9 v -x_6) ^ (x_9 v -x_8 v -x_0)]
12,29,0.003173828125,0.5963690280914307,0.607996940612793,[(x_11 v x_2) ^ (-x_7 v -x_10 v -x_8) ^ (x_11 v x_6 v -x_7) ^ (x_1 v x_9 v -x_7) ^ (x_0 v x_1 v -x_5) ^ (x_0 v -x_10 v x_4) ^ (x_6 v x_10 v x_2) ^ (x_0 v x_1 v x_10) ^ (x_1 v -x_4 v -x_8) ^ (x_3 v x_5 v x_0) ^ (-x_10 v x_5) ^ (-x_11 v -x_7 v -x_0) ^ (-x_1 v -x_5 v x_4) ^ (-x_10 v -x_6 v -x_3) ^ (x_4 v -x_6) ^ (x_9 v -x_3 v -x_11) ^ (-x_7 v x_10 v -x_11) ^ (x_3 v -x_7 v -x_0) ^ (x_11 v x_6 v x_10) ^ (-x_1 v x_7 v -x_8) ^ (-x_1 v x_10 v -x_2) ^ (x_0 v x_5 v -x_6) ^ (-x_9 v x_7 v -x_5) ^ (x_11 v x_10) ^ (x_11 v -x_1 v x_3) ^ (x_0 v -x_11 v -x_3) ^ (x_0 v x_6 v x_11) ^ (x_3 v x_1 v x_2) ^ (x_6 v -x_4 v x_9)]
12,21,0.001953125,0.536888837814331,0.533320426940918,[(x_5 v -x_9 v x_2) ^ (x_0 v x_9 v -x_3) ^ (x_11 v x_2 v x_0) ^ (x_6 v -x_2 v x_7) ^ (x_11 v x_9 v x_5) ^ (-x_1 v -x_7 v x_0) ^ (x_6 v x_9 v x_7) ^ (-x_1 v x_5 v -x_11) ^ (-x_4 v -x_7 v -x_6) ^ (x_11 v -x_5) ^ (x_11 v x_10 v x_8) ^ (x_9 v -x_10 v x_4) ^ (-x_0 v x_4 v -x_6) ^ (-x_0 v -x_5 v -x_6) ^ (-x_1 v -x_5 v -x_8) ^ (x_6 v -x_5 v -x_0) ^ (-x_9 v x_10 v x_5) ^ (x_1 v -x_7 v -x_3) ^ (-x_10 v x_4 v -x_11) ^ (-x_10 v -x_2 v -x_8) ^ (-x_4 v x_7 v -x_8)]
12,35,0.003173828125,0.7798590660095215,0.6279935836791992,[(-x_9 v x_4 v x_2) ^ (x_0 v -x_11) ^ (x_11 v x_2) ^ (x_0 v x_6 v -x_8) ^ (x_0 v x_4) ^ (x_11 v -x_1 v x_5) ^ (x_2 v -x_3 v -x_6) ^ (-x_8 v -x_0) ^ (x_4 v x_2) ^ (x_1 v -x_2 v x_7) ^ (x_3 v x_5) ^ (x_3 v -x_5 v -x_6) ^ (-x_2 v x_10 v -x_3) ^ (x_1 v -x_5 v -x_3) ^ (x_11 v -x_9 v -x_8) ^ (x_3 v -x_9 v x_8) ^ (x_6 v -x_2 v -x_8) ^ (x_0 v -x_7 v -x_11) ^ (-x_2 v x_5 v -x_8) ^ (x_7 v -x_3 v x_4) ^ (x_1 v x_9 v -x_5) ^ (x_0 v x_6 v -x_3) ^ (x_11 v x_2 v -x_3) ^ (x_7 v x_2 v -x_6) ^ (x_11 v x_10 v -x_3) ^ (-x_4 v -x_5 v -x_3) ^ (x_6 v x_9 v x_4) ^ (x_9 v -x_7 v -x_3) ^ (-x_7 v -x_10 v -x_0) ^ (x_5 v -x_3 v -x_11) ^ (-x_1 v -x_10 v x_2) ^ (-x_9 v -x_2 v x_8) ^ (-x_6 v -x_3 v -x_11) ^ (-x_0 v -x_5 v x_8) ^ (x_1 v -x_8)]
