size,edges,red. ratio,time_lumping,memory (MB),graph
7,9,0.0625,0.002327442169189453,0.02584075927734375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (2, 4), (0, 3), (4, 6), (4, 5), (5, 6), (0, 5), (3, 6), (1, 3)])"
8,13,0.03515625,0.004322052001953125,0.036393165588378906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (1, 2), (2, 7), (3, 7), (0, 3), (4, 6), (1, 4), (5, 7), (1, 7), (1, 6), (1, 3), (4, 7), (3, 5)])"
9,14,0.0234375,0.010001420974731445,0.08340644836425781,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(8, 4), (2, 7), (8, 7), (3, 7), (0, 3), (8, 0), (6, 7), (2, 6), (0, 5), (3, 6), (8, 6), (0, 8), (8, 5), (3, 5)])"
10,21,0.015625,0.019415616989135742,0.16002273559570312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(3, 4), (3, 7), (4, 6), (9, 2), (5, 7), (0, 5), (8, 6), (1, 6), (2, 5), (5, 6), (3, 6), (8, 5), (0, 7), (2, 4), (1, 2), (0, 4), (3, 5), (8, 1), (8, 7), (2, 3), (2, 6)])"
11,19,0.0068359375,0.0403594970703125,0.30968475341796875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 4), (9, 5), (8, 3), (8, 9), (10, 6), (8, 6), (10, 3), (1, 9), (8, 2), (9, 1), (9, 7), (9, 10), (1, 2), (0, 10), (8, 1), (10, 4), (8, 10), (10, 7), (2, 3)])"
12,20,0.003662109375,0.07939028739929199,0.613128662109375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(5, 7), (9, 5), (8, 3), (0, 5), (8, 6), (1, 3), (8, 2), (9, 7), (10, 2), (9, 10), (11, 7), (1, 11), (2, 10), (3, 5), (3, 11), (0, 3), (11, 3), (8, 10), (1, 4), (2, 3)])"
13,25,0.0025634765625,0.1611309051513672,1.2765884399414062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 7), (3, 4), (4, 6), (9, 2), (8, 3), (8, 6), (8, 12), (1, 3), (5, 6), (9, 7), (8, 5), (8, 11), (9, 4), (0, 7), (11, 7), (0, 4), (1, 5), (4, 7), (8, 7), (0, 6), (2, 3), (11, 6), (1, 7), (2, 6), (1, 10)])"
14,32,0.00140380859375,0.3350028991699219,2.4671859741210938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 7), (12, 13), (5, 13), (9, 5), (8, 3), (11, 5), (8, 6), (8, 12), (1, 6), (13, 5), (2, 11), (1, 9), (9, 1), (8, 11), (10, 2), (0, 1), (0, 7), (2, 4), (9, 10), (9, 13), (2, 7), (2, 10), (12, 5), (8, 7), (9, 12), (8, 10), (0, 12), (2, 3), (1, 7), (1, 13), (8, 13), (13, 6)])"
15,39,0.0008544921875,0.7018156051635742,4.433906555175781,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(14, 7), (4, 6), (9, 2), (11, 5), (10, 3), (9, 14), (9, 11), (0, 14), (2, 11), (11, 14), (13, 14), (6, 14), (14, 6), (5, 6), (3, 6), (4, 14), (8, 2), (8, 5), (0, 1), (11, 7), (8, 14), (9, 10), (0, 4), (10, 11), (1, 5), (1, 11), (0, 13), (1, 14), (6, 7), (12, 5), (4, 7), (4, 13), (10, 4), (9, 6), (9, 12), (0, 9), (1, 7), (1, 13), (13, 6)])"
5,3,0.0625,0.0010669231414794922,0.01755809783935547,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 2), (1, 3)])"
6,6,0.09375,0.0013308525085449219,0.01598358154296875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (0, 4), (0, 2), (4, 5), (0, 5), (3, 5)])"
7,7,0.046875,0.0024919509887695312,0.02254486083984375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(2, 4), (1, 4), (0, 6), (0, 2), (2, 6), (3, 6), (1, 3)])"
8,3,0.015625,0.004757881164550781,0.040566444396972656,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 7), (4, 5), (1, 5)])"
9,13,0.021484375,0.009008407592773438,0.08515167236328125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (3, 4), (1, 5), (8, 7), (5, 7), (8, 0), (2, 6), (5, 6), (1, 6), (0, 8), (1, 3), (8, 5), (8, 2)])"
10,16,0.0126953125,0.019819974899291992,0.1548900604248047,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 7), (0, 4), (3, 4), (1, 5), (3, 7), (0, 3), (8, 0), (8, 5), (6, 7), (0, 2), (1, 7), (5, 6), (8, 6), (0, 8), (9, 7), (4, 7)])"
11,26,0.0087890625,0.04975247383117676,0.34456634521484375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(5, 7), (8, 0), (9, 5), (0, 2), (8, 3), (10, 6), (0, 5), (0, 8), (2, 5), (1, 3), (4, 5), (8, 2), (8, 5), (10, 2), (0, 1), (9, 10), (2, 7), (2, 10), (6, 7), (4, 7), (3, 5), (8, 4), (9, 3), (8, 7), (0, 6), (1, 7)])"
12,30,0.005615234375,0.08557820320129395,0.6178665161132812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(4, 6), (0, 2), (8, 3), (0, 5), (10, 3), (11, 5), (1, 6), (9, 11), (2, 5), (2, 11), (8, 11), (0, 7), (2, 4), (10, 5), (11, 7), (2, 7), (1, 5), (1, 11), (6, 7), (3, 11), (8, 4), (8, 1), (8, 7), (10, 4), (11, 3), (0, 9), (10, 7), (1, 4), (2, 3), (1, 10)])"
13,29,0.002685546875,0.17357492446899414,1.2621536254882812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 7), (4, 6), (5, 7), (8, 9), (0, 5), (11, 5), (1, 9), (1, 12), (4, 5), (5, 6), (3, 6), (9, 1), (9, 7), (11, 4), (8, 11), (0, 7), (10, 5), (1, 2), (10, 11), (1, 5), (9, 6), (9, 12), (0, 9), (8, 10), (1, 4), (11, 12), (1, 7), (2, 6), (1, 10)])"
14,33,0.0013427734375,0.3512539863586426,2.4419479370117188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 4), (12, 7), (4, 12), (5, 7), (8, 0), (5, 13), (3, 13), (8, 9), (0, 5), (10, 3), (9, 11), (0, 8), (13, 5), (1, 9), (10, 12), (8, 2), (9, 1), (9, 10), (0, 7), (0, 10), (1, 5), (13, 7), (4, 7), (8, 4), (4, 13), (8, 7), (10, 4), (9, 6), (0, 3), (9, 12), (11, 12), (2, 6), (13, 6)])"
15,42,0.000885009765625,0.6845409870147705,4.476409912109375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(5, 7), (5, 13), (3, 13), (0, 5), (10, 3), (8, 6), (1, 6), (9, 11), (2, 5), (2, 11), (13, 5), (9, 14), (10, 12), (13, 14), (12, 6), (5, 6), (4, 14), (9, 7), (11, 4), (8, 5), (9, 4), (10, 2), (11, 7), (2, 4), (10, 5), (0, 4), (2, 7), (2, 10), (1, 14), (2, 13), (12, 5), (4, 7), (3, 5), (3, 11), (12, 14), (9, 6), (11, 3), (0, 9), (8, 10), (9, 12), (11, 6), (2, 3)])"
5,2,0.09375,0.0008885860443115234,0.01742839813232422,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 3), (1, 3)])"
6,4,0.078125,0.001386404037475586,0.0130767822265625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 2), (0, 3), (2, 5), (3, 4)])"
7,7,0.0546875,0.0025148391723632812,0.02291107177734375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(1, 2), (3, 4), (1, 5), (0, 6), (0, 2), (2, 6), (3, 6)])"
8,8,0.03125,0.00450587272644043,0.034852027893066406,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (2, 4), (1, 2), (1, 5), (0, 3), (6, 7), (0, 5), (4, 7)])"
9,10,0.01953125,0.010025501251220703,0.08285713195800781,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (1, 2), (3, 4), (8, 1), (0, 3), (4, 6), (2, 6), (1, 6), (3, 5)])"
10,14,0.01171875,0.018288135528564453,0.15048599243164062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(9, 7), (0, 4), (9, 1), (8, 1), (8, 7), (0, 9), (4, 7), (9, 5), (1, 7), (3, 6), (8, 2), (2, 5), (1, 3), (1, 9)])"
11,20,0.00732421875,0.03682231903076172,0.3390045166015625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 4), (4, 6), (9, 2), (8, 0), (8, 3), (8, 6), (0, 8), (1, 9), (5, 6), (9, 1), (10, 2), (9, 4), (2, 4), (0, 10), (2, 10), (6, 7), (8, 1), (10, 7), (1, 4), (0, 6)])"
12,25,0.0048828125,0.08576107025146484,0.643585205078125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(4, 6), (9, 2), (5, 7), (0, 2), (10, 6), (1, 6), (2, 11), (1, 9), (5, 6), (8, 2), (9, 1), (9, 7), (9, 4), (9, 10), (10, 11), (2, 7), (6, 7), (3, 5), (3, 11), (8, 7), (0, 3), (11, 3), (8, 10), (11, 6), (2, 6)])"
13,28,0.0025634765625,0.1637120246887207,1.2587814331054688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (12, 7), (3, 7), (4, 6), (4, 12), (8, 0), (0, 2), (1, 6), (0, 8), (9, 11), (1, 3), (2, 11), (8, 2), (8, 5), (11, 7), (1, 2), (0, 4), (3, 5), (10, 4), (9, 6), (0, 9), (10, 7), (0, 6), (0, 12), (2, 3), (11, 12), (2, 12), (1, 10)])"
14,27,0.00128173828125,0.3344693183898926,2.4238357543945312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 7), (4, 6), (5, 7), (0, 2), (8, 3), (8, 6), (2, 5), (10, 12), (9, 7), (8, 11), (11, 7), (10, 5), (1, 2), (11, 13), (9, 3), (8, 7), (9, 12), (0, 9), (0, 6), (0, 12), (2, 3), (1, 7), (11, 6), (2, 6), (13, 6), (1, 10), (8, 13)])"
15,31,0.000701904296875,0.6836340427398682,4.753517150878906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(3, 7), (14, 7), (9, 2), (3, 13), (11, 5), (10, 3), (8, 6), (8, 12), (11, 14), (2, 11), (0, 11), (1, 12), (9, 7), (11, 4), (11, 7), (2, 4), (10, 11), (0, 10), (1, 5), (13, 7), (0, 13), (4, 7), (12, 14), (3, 11), (8, 1), (11, 3), (8, 10), (10, 13), (11, 6), (2, 12), (1, 10)])"
5,6,0.1875,0.0013926029205322266,0.02174663543701172,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 3), (0, 2), (1, 3)])"
6,5,0.078125,0.003095388412475586,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (0, 4), (0, 3), (1, 3), (3, 5)])"
7,7,0.0546875,0.0032579898834228516,0.02291107177734375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (0, 4), (1, 5), (2, 6), (5, 6), (0, 5), (3, 5)])"
8,10,0.03515625,0.0052716732025146484,0.033516883850097656,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 4), (2, 7), (0, 3), (6, 7), (0, 2), (4, 5), (3, 6), (2, 5), (4, 7), (3, 5)])"
9,15,0.0234375,0.010132789611816406,0.08806800842285156,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 5), (8, 7), (0, 3), (4, 6), (5, 7), (8, 0), (2, 3), (6, 7), (1, 7), (8, 3), (0, 5), (8, 2), (0, 8), (1, 3), (3, 5)])"
10,12,0.01171875,0.019934415817260742,0.14926528930664062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(2, 4), (3, 4), (9, 6), (4, 6), (0, 9), (9, 2), (5, 7), (9, 5), (0, 2), (1, 7), (4, 5), (8, 9)])"
11,16,0.0068359375,0.03933596611022949,0.336456298828125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(0, 7), (2, 4), (1, 2), (0, 4), (0, 10), (9, 6), (5, 7), (0, 6), (4, 7), (6, 7), (0, 2), (10, 6), (10, 3), (8, 2), (9, 1), (1, 9)])"
12,22,0.004150390625,0.08065319061279297,0.60699462890625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(4, 6), (9, 2), (8, 9), (8, 6), (2, 5), (1, 3), (8, 2), (8, 5), (10, 2), (0, 1), (9, 10), (1, 2), (1, 5), (1, 11), (2, 10), (4, 7), (8, 4), (0, 3), (11, 6), (2, 3), (2, 6), (1, 10)])"
13,15,0.001708984375,0.15916013717651367,1.3408126831054688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(0, 1), (10, 5), (1, 2), (0, 4), (0, 10), (3, 4), (1, 5), (12, 7), (8, 10), (5, 7), (9, 5), (12, 6), (1, 10), (3, 12), (9, 4)])"
14,32,0.00140380859375,0.33197474479675293,2.468170166015625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 4), (4, 6), (4, 12), (12, 13), (8, 0), (9, 5), (8, 9), (10, 6), (0, 5), (9, 11), (0, 8), (10, 12), (1, 9), (9, 1), (9, 7), (8, 5), (11, 4), (0, 7), (1, 2), (12, 5), (3, 11), (9, 3), (8, 1), (8, 7), (11, 3), (0, 9), (10, 7), (9, 12), (0, 6), (11, 6), (13, 6), (1, 10)])"
15,39,0.000823974609375,0.711536169052124,4.450469970703125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 7), (14, 7), (4, 6), (12, 13), (8, 0), (8, 3), (11, 5), (10, 3), (8, 6), (8, 12), (0, 8), (2, 5), (1, 3), (9, 11), (1, 12), (13, 14), (12, 6), (4, 14), (9, 7), (11, 4), (10, 2), (9, 10), (11, 7), (10, 5), (8, 14), (10, 11), (0, 10), (1, 5), (2, 10), (1, 14), (2, 13), (3, 14), (8, 1), (8, 7), (1, 4), (11, 6), (1, 7), (2, 12), (1, 10)])"
5,5,0.15625,0.0013418197631835938,0.02087688446044922,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 3), (1, 4)])"
6,4,0.078125,0.0011069774627685547,0.01264190673828125,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (4, 5), (0, 3), (2, 5)])"
7,9,0.0625,0.002185821533203125,0.02567291259765625,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (1, 2), (0, 4), (4, 6), (0, 6), (2, 3), (5, 6), (3, 6), (2, 5)])"
8,8,0.03125,0.0042572021484375,0.033837318420410156,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 7), (1, 2), (2, 7), (1, 5), (1, 4), (5, 7), (2, 3), (2, 5)])"
9,13,0.021484375,0.008642911911010742,0.08712196350097656,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 4), (0, 3), (4, 6), (5, 7), (0, 6), (2, 3), (8, 5), (8, 0), (0, 5), (0, 8), (2, 5), (4, 7)])"
10,16,0.0146484375,0.017428874969482422,0.15149307250976562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 7), (1, 2), (0, 4), (2, 7), (0, 3), (0, 9), (1, 4), (0, 6), (2, 3), (8, 5), (1, 7), (4, 5), (0, 5), (2, 5), (4, 7), (9, 4)])"
11,20,0.0078125,0.03809165954589844,0.34806060791015625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(4, 6), (5, 7), (9, 5), (8, 6), (10, 3), (1, 6), (1, 3), (4, 5), (10, 2), (0, 7), (10, 5), (2, 7), (2, 10), (6, 7), (3, 5), (8, 4), (8, 1), (8, 10), (0, 6), (1, 7)])"
12,22,0.004150390625,0.08277606964111328,0.6082229614257812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 4), (4, 6), (10, 6), (0, 5), (11, 5), (10, 3), (4, 5), (3, 6), (8, 2), (9, 4), (10, 11), (3, 11), (9, 3), (8, 7), (10, 4), (9, 6), (11, 3), (0, 9), (1, 4), (0, 6), (2, 6), (1, 10)])"
13,24,0.00244140625,0.15949034690856934,1.313446044921875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 4), (3, 7), (9, 5), (11, 5), (4, 5), (12, 6), (3, 12), (9, 7), (8, 11), (10, 2), (11, 7), (10, 11), (2, 7), (1, 5), (2, 10), (6, 7), (12, 5), (3, 5), (8, 4), (8, 1), (0, 9), (0, 12), (1, 7), (1, 10)])"
14,25,0.00140380859375,0.32005906105041504,2.426849365234375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 7), (5, 7), (8, 3), (10, 6), (11, 5), (8, 12), (1, 6), (10, 12), (9, 7), (0, 1), (0, 7), (10, 5), (9, 10), (0, 4), (11, 13), (2, 13), (12, 5), (8, 4), (4, 13), (8, 1), (10, 13), (0, 6), (1, 13), (2, 6), (2, 12)])"
15,46,0.00091552734375,0.7143967151641846,4.445068359375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 7), (3, 4), (4, 6), (9, 2), (8, 0), (3, 13), (0, 2), (8, 3), (11, 5), (8, 12), (0, 8), (11, 14), (0, 11), (2, 14), (1, 12), (4, 5), (4, 14), (3, 12), (8, 11), (9, 4), (0, 7), (8, 14), (1, 2), (10, 11), (0, 10), (2, 7), (1, 5), (13, 7), (0, 13), (2, 13), (6, 7), (12, 5), (9, 3), (8, 1), (9, 6), (0, 9), (8, 10), (10, 13), (0, 6), (0, 12), (2, 3), (1, 7), (1, 13), (2, 12), (1, 10), (13, 6)])"
5,2,0.09375,0.0008709430694580078,0.01742839813232422,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 3), (0, 4)])"
6,3,0.0625,0.0011401176452636719,0.0133056640625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 2), (2, 5), (1, 3)])"
7,4,0.0390625,0.004502058029174805,0.02056121826171875,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(4, 5), (2, 5), (1, 3), (3, 6)])"
8,12,0.03515625,0.009580612182617188,0.035286903381347656,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (1, 2), (2, 7), (1, 5), (0, 3), (2, 6), (0, 5), (3, 6), (1, 6), (2, 5), (1, 3), (3, 5)])"
9,9,0.015625,0.009480476379394531,0.07836151123046875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (8, 7), (1, 4), (0, 6), (8, 0), (8, 6), (0, 8), (1, 3), (3, 5)])"
10,10,0.0087890625,0.017591476440429688,0.13631248474121094,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 7), (2, 4), (9, 3), (8, 0), (2, 3), (3, 6), (8, 2), (0, 8), (2, 5), (3, 5)])"
11,18,0.0078125,0.03516387939453125,0.31327056884765625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(1, 2), (0, 4), (0, 10), (8, 7), (3, 7), (0, 9), (9, 2), (8, 0), (0, 6), (8, 10), (9, 5), (1, 10), (8, 6), (1, 6), (0, 8), (9, 7), (8, 5), (8, 2)])"
12,22,0.00439453125,0.08344244956970215,0.6023712158203125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(0, 2), (8, 9), (0, 5), (11, 5), (1, 9), (8, 2), (9, 1), (8, 5), (10, 2), (11, 7), (1, 2), (0, 4), (0, 10), (10, 11), (2, 10), (4, 7), (3, 5), (9, 6), (8, 10), (10, 7), (1, 4), (1, 7)])"
13,26,0.0023193359375,0.17503023147583008,1.2814559936523438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 4), (9, 2), (0, 5), (8, 6), (10, 3), (0, 11), (1, 12), (12, 6), (5, 6), (3, 6), (10, 2), (9, 10), (2, 4), (2, 7), (1, 5), (1, 11), (2, 10), (6, 7), (8, 4), (9, 12), (10, 7), (0, 6), (2, 3), (11, 6), (11, 12), (1, 10)])"
14,35,0.0015869140625,0.3490619659423828,2.4563064575195312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 4), (9, 2), (5, 13), (8, 3), (10, 6), (11, 5), (10, 3), (1, 6), (2, 5), (1, 3), (2, 11), (13, 5), (3, 6), (3, 12), (8, 2), (8, 11), (10, 2), (0, 7), (10, 5), (11, 7), (1, 11), (0, 13), (2, 10), (8, 4), (4, 13), (8, 1), (8, 7), (10, 4), (0, 9), (10, 7), (8, 10), (0, 6), (2, 3), (13, 6), (1, 10)])"
15,41,0.000823974609375,0.7019491195678711,4.472251892089844,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(14, 7), (4, 6), (9, 2), (5, 7), (8, 0), (0, 2), (8, 3), (11, 5), (8, 12), (1, 6), (0, 8), (2, 5), (1, 3), (10, 12), (0, 11), (5, 6), (3, 6), (3, 12), (9, 7), (8, 11), (10, 2), (9, 10), (8, 14), (0, 4), (9, 13), (1, 5), (1, 11), (0, 13), (2, 10), (13, 7), (1, 14), (6, 7), (12, 5), (12, 14), (3, 14), (8, 4), (0, 9), (1, 4), (1, 7), (2, 6), (1, 10)])"
5,2,0.09375,0.0013375282287597656,0.01742839813232422,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 3)])"
6,4,0.078125,0.0011508464813232422,0.0130767822265625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (0, 3), (3, 4)])"
7,4,0.03125,0.002331256866455078,0.01782989501953125,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(4, 6), (3, 4), (3, 5), (3, 6)])"
8,17,0.046875,0.004212856292724609,0.040352821350097656,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 4), (3, 4), (1, 5), (3, 7), (0, 3), (4, 6), (1, 4), (0, 6), (5, 7), (6, 7), (0, 2), (5, 6), (3, 6), (3, 5)])"
9,16,0.0234375,0.012489557266235352,0.08596992492675781,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 7), (1, 5), (8, 7), (1, 4), (0, 6), (5, 7), (8, 5), (1, 7), (8, 0), (5, 6), (0, 5), (1, 6), (0, 8), (4, 7), (3, 5)])"
10,15,0.0146484375,0.020709991455078125,0.16175460815429688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (0, 7), (1, 2), (2, 7), (8, 1), (9, 2), (0, 6), (6, 7), (4, 5), (8, 9), (5, 6), (0, 5), (3, 6), (1, 6), (9, 4)])"
11,17,0.0068359375,0.040923357009887695,0.33123016357421875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(0, 7), (10, 5), (9, 3), (9, 6), (0, 9), (1, 4), (0, 6), (8, 0), (6, 7), (0, 2), (1, 7), (4, 5), (0, 5), (10, 3), (1, 6), (0, 8), (9, 7)])"
12,29,0.005126953125,0.08581852912902832,0.5953598022460938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 4), (3, 7), (5, 7), (0, 2), (8, 3), (10, 6), (0, 5), (10, 3), (9, 11), (4, 5), (9, 7), (8, 5), (0, 1), (0, 7), (11, 7), (9, 10), (0, 10), (1, 11), (6, 7), (4, 7), (8, 4), (8, 1), (8, 7), (9, 6), (8, 10), (1, 4), (0, 6), (2, 3), (1, 7)])"
13,20,0.0020751953125,0.15828227996826172,1.328125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (4, 12), (9, 5), (8, 12), (10, 3), (2, 11), (1, 9), (0, 11), (5, 6), (3, 6), (9, 1), (9, 7), (8, 5), (11, 4), (10, 5), (9, 3), (0, 6), (11, 12), (1, 7), (1, 10)])"
14,31,0.00140380859375,0.33985471725463867,2.4198455810546875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(5, 7), (8, 0), (5, 13), (9, 5), (0, 2), (8, 9), (0, 5), (1, 6), (0, 8), (13, 5), (1, 9), (0, 11), (4, 5), (9, 1), (11, 4), (8, 5), (9, 4), (1, 5), (13, 7), (11, 13), (4, 7), (3, 11), (9, 3), (11, 3), (0, 9), (1, 4), (11, 12), (1, 13), (2, 12), (1, 10), (13, 6)])"
15,43,0.000885009765625,0.6981062889099121,4.457038879394531,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 4), (3, 4), (14, 7), (4, 12), (8, 3), (8, 9), (10, 6), (10, 3), (8, 12), (9, 11), (11, 14), (1, 9), (0, 11), (1, 12), (6, 14), (14, 6), (4, 5), (3, 6), (4, 14), (8, 2), (9, 1), (9, 7), (9, 10), (8, 14), (0, 10), (1, 5), (1, 11), (0, 13), (10, 14), (2, 13), (6, 7), (12, 5), (3, 5), (9, 3), (8, 1), (5, 14), (10, 4), (9, 12), (0, 9), (10, 7), (11, 6), (11, 12), (1, 7)])"
5,3,0.125,0.0012402534484863281,0.01832103729248047,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (1, 2), (2, 4)])"
6,3,0.0625,0.0014858245849609375,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(4, 5), (2, 4), (0, 4)])"
